Last_Name,First_Name,Middle_Name,Suffix,Birth_Month,Birth_Day,Birth_Year,Birth_City,Birth_State,Death_Month,Death_Day,Death_Year,Death_City,Death_State,Gender,Race_or_Ethnicity,Court_Type_1,Court_Name_1,Appointment_Title_1,Appointing_President_1,Party_of_Appointing_President_1,ABA_Rating_1,Recess_Appointment_Date_1,Nomination_Date_1,Committee_Referral_Date_1,Hearing_Date_1,Judiciary_Committee_Action_1,Committee_Action_Date_1,Senate_Vote_Type_1,Ayes_n_Nays_1,Confirmation_Date_1,Commission_Date_1,Senior_Status_Date_1,Termination_1,Termination_Date_1,School_1,Degree_1,Degree_Year_1,School_2,Degree_2,Degree_Year_2,School_3,Degree_3,Degree_Year_3,School_4,Degree_4,Degree_Year_4,School_5,Degree_5,Degree_Year_5,Birth_Date,Death_Date,Full_Name,Appointing_President_Num_1,Appointing_President_State_1,Court_Circuit_1,Court_Abbrev_Bluebook_1,Court_Abbrev_Website_1,Court_State_1,Court_Code,Vacancy_Reason,Filings_Per_Seat_Weighted,Filings_Per_Panel_Adjusted,Vacancy_Date,Vacancy_Duration_ATSCRAPE,Seat_Code_1,Other_Nomination,Other_Rejection,Confirmation_Duration_Total,Service_Duration_1,Service_Duration_2,Appointment_Age_1,Appointment_Age_Earliest
Nevas,Alan,Harris, ,9,30,1928,Norwalk,CT,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,Ronald Reagan,Republican,Well Qualified,,1985-09-09,1985-09-09,1985-10-02,Reported (favorably),1985-10-03,Voice,  ,1985-10-16,1985-10-17,1997-03-27,Retirement,2009-02-02,Syracuse University,A.B.,1949-01-01,New York University School of Law,LL.B.,1951-01-01,,,,,,,,,,1928-09-30,1677-09-30,Alan Harris Nevas,40,CA,2,D. Conn.,02 - CT,CT,,,,,2009-02-02,3806 days 01:27:23.045008000,02-CT-06,,,37 days 00:00:00.000000000,8509 days 00:00:00.000000000,,56.94298993134698,56.94298993134698
Arterton,Janet,Bond, ,9,30,1944,Philadelphia,PA,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,William J. Clinton,Democratic,Well Qualified,,1995-01-23,1995-01-23,1995-02-27,Reported (favorably),1995-03-16,Voice,  ,1995-03-24,1995-03-24,2014-07-01,,,Mount Holyoke College,B.A.,1966-01-01,Northeastern University School of Law,J.D.,1977-01-01,,,,,,,,,,1944-09-30,1677-09-30,Janet Bond Arterton,42,AK,2,D. Conn.,02 - CT,CT,,,,,2014-07-01,1831 days 01:27:23.045008000,02-CT-01,,,60 days 00:00:00.000000000,7039 days 00:00:00.000000000,,50.31451706742781,50.31451706742781
Hall,Janet,C., ,9,30,1948,Lowell,MA,9,30,1677, , ,Female,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,William J. Clinton,Democratic,Well Qualified,,1997-06-05,1997-06-05,1997-07-22,Reported (favorably),1997-07-31,Roll Call, 98/1,1997-09-11,1997-09-18,,,,Mount Holyoke College,A.B.,1970-01-01,New York University School of Law,J.D.,1973-01-01,,,,,,,,,,1948-09-30,1677-09-30,Janet C. Hall,42,AK,2,D. Conn.,02 - CT,CT,,,,,,,02-CT-02,,,98 days 00:00:00.000000000,,,48.679986584255666,48.679986584255666
Thompson,Alvin,W., ,9,30,1953,Baltimore,MD,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,William J. Clinton,Democratic,Qualified,,1994-09-14,1994-09-14,1994-09-28,Reported (favorably),1994-10-05,Voice,  ,1994-10-07,1994-10-11,2018-08-31,,,Princeton University,B.A.,1975-01-01,Yale Law School,J.D.,1978-01-01,,,,,,,,,,1953-09-30,1677-09-30,Alvin W. Thompson,42,AK,2,D. Conn.,02 - CT,CT,,,,,2018-08-31,309 days 01:27:23.045008000,02-CT-03,,,23 days 00:00:00.000000000,8725 days 00:00:00.000000000,,40.95635091754109,40.95635091754109
Underhill,Stefan,R., ,9,30,1956,Battle Creek,MI,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,William J. Clinton,Democratic,Well Qualified,,1999-01-26,1999-01-26,1999-06-16,Reported (favorably),1999-06-24,Roll Call, 94/4,1999-06-30,1999-07-07,,,,University of Virginia,B.A.,1978-01-01,University of Oxford,B.A.,1981-01-01,Yale Law School,J.D.,1984-01-01,,,,,,,1956-09-30,1677-09-30,Stefan R. Underhill,42,AK,2,D. Conn.,02 - CT,CT,,,,,,,02-CT-04,,,155 days 00:00:00.000000000,,,42.32256651402835,42.32256651402835
Chatigny,Robert,N., ,9,30,1951,Taunton,MA,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,William J. Clinton,Democratic,Well Qualified,,1994-08-05,1994-08-05,1994-09-14,Reported (favorably),1994-09-22,Voice,  ,1994-09-28,1994-09-29,2016-12-31,,,Brown University,A.B.,1973-01-01,Georgetown University Law Center,J.D.,1978-01-01,,,,,,,,,,1951-09-30,1677-09-30,Robert N. Chatigny,42,AK,2,D. Conn.,02 - CT,CT,,,,,2016-12-31,917 days 01:27:23.045008000,02-CT-05,"['Nominated to U.S. Court of Appeals for the Second Circuit, February 24, 2010; no Senate vote; Nominated to U.S. Court of Appeals for the Second Circuit, September 13, 2010']",[],54 days 00:00:00.000000000,8129 days 00:00:00.000000000,,42.848244659370145,42.848244659370145
Squatrito,Dominic,J., ,9,30,1939,Hartford,CT,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,William J. Clinton,Democratic,Well Qualified,,1994-07-28,1994-07-28,1994-09-14,Reported (favorably),1994-09-22,Voice,  ,1994-10-06,1994-10-07,2004-11-01,,,Wesleyan University,B.A.,1961-01-01,Yale Law School,LL.B.,1965-01-01,,,,,,,,,,1939-09-30,1677-09-30,Dominic J. Squatrito,42,AK,2,D. Conn.,02 - CT,CT,,,,,2004-11-01,5360 days 01:27:23.045008000,02-CT-08,,,70 days 00:00:00.000000000,3678 days 00:00:00.000000000,,54.826587814944865,54.826587814944865
Bolden,Victor,Allen, ,9,30,1965,New York,NY,9,30,1677, , ,Male,AfriAmerican,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,Barack Obama,Democratic,Well Qualified,,2014-06-16,2014-06-16,2014-07-29,Reported (favorably),2014-09-18,Roll Call, 49/46,2014-11-20,2014-11-21,,,,Columbia University,A.B.,1986-01-01,Harvard Law School,J.D.,1989-01-01,,,,,,,,,,1965-09-30,1677-09-30,Victor Allen Bolden,44,IL,2,D. Conn.,02 - CT,CT,,,,,,,02-CT-01,,,157 days 00:00:00.000000000,,,48.71010356133254,48.71010356133254
Shea,Michael,Peter, ,9,30,1967,Hartford,CT,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,Barack Obama,Democratic,Qualified,,2012-02-02,2012-02-02,2012-03-28,Reported (favorably),2012-04-26,Roll Call, 72/23,2012-12-05,2012-12-07,,,,Amherst College,B.A.,1989-01-01,Yale Law School,J.D.,1993-01-01,,,,,,,,,,1967-09-30,1677-09-30,Michael Peter Shea,44,IL,2,D. Conn.,02 - CT,CT,,,,,,,02-CT-06,,,307 days 00:00:00.000000000,,,44.34314188518587,44.34314188518587
Meyer,Jeffrey,Alker, ,9,30,1963,North Tarrytown,NY,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,Barack Obama,Democratic,Well Qualified,,2014-01-06,2014-01-06,,Reported (favorably),2014-01-16,Roll Call, 91/2,2014-02-24,2014-02-25,,,,Yale College,B.A.,1985-01-01,Yale Law School,J.D.,1989-01-01,,,,,,,,,,1963-09-30,1677-09-30,Jeffrey Alker Meyer,44,IL,2,D. Conn.,02 - CT,CT,,,,,,,02-CT-07,"['Nominated to U.S. District Court for the District of Connecticut, June 7, 2013']",[],49 days 00:00:00.000000000,,,50.270710555315986,50.270710555315986
Law,Richard, , ,3,7,1733,Milford,CT,1,26,1806,New London,CT,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,George Washington,,,,1789-09-24,,,"No Committee before December 10, 1816",,Voice,  ,1789-09-26,1789-09-26,,Death,1806-01-26,Yale College,,1751-01-01,Read law,,1755-01-01,,,,,,,,,,1733-03-07,1806-01-26,Richard Law,1,VA,2,D. Conn.,02 - CT,CT,,,,,1806-01-26,77958 days 01:27:23.045008000,02-CT-01,,,2 days 00:00:00.000000000,5965 days 00:00:00.000000000,,56.551469229347624,56.551469229347624
Judson,Andrew,Thompson, ,11,29,1784,Eastford,CT,3,17,1853,Canterbury,CT,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,Andrew Jackson,Democratic,,,1836-06-28,1836-06-29,,Reported (no recommendation recorded),1836-07-04,Voice,  ,1836-07-04,1836-07-04,,Death,1853-03-17,Read law,,1806-01-01,,,,,,,,,,,,,1784-11-29,1853-03-17,Andrew Thompson Judson,7,TN,2,D. Conn.,02 - CT,CT,,,,,1853-03-17,60741 days 01:27:23.045008000,02-CT-01,,,6 days 00:00:00.000000000,6100 days 00:00:00.000000000,,51.57669219764951,51.57669219764951
Edwards,Pierpont, , ,4,8,1750,Northampton,MA,4,5,1826,Bridgeport,CT,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,Thomas Jefferson,Jeffersonian Republican,,,1806-02-21,,,"No Committee before December 10, 1816",,Voice,  ,1806-02-24,1806-02-24,,Death,1826-04-05,College of New Jersey (now Princeton University),,1768-01-01,,,,,,,,,,,,,1750-04-08,1826-04-05,Pierpont Edwards,3,VA,2,D. Conn.,02 - CT,CT,,,,,1826-04-05,70584 days 01:27:23.045008000,02-CT-01,,,3 days 00:00:00.000000000,7345 days 00:00:00.000000000,,55.872468291614474,55.872468291614474
Dooley,Kari,Anne,,9,30,1963,New York,NY,9,30,1677,,,Female,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,Donald J. Trump,Republican,Well Qualified,,2017-12-20,2017-12-20,2018-03-07,Reported (favorably),2018-04-19,Voice,,2018-09-06,2018-09-13,,,,Cornell University,B.A.,1985-01-01,University of Connecticut School of Law,J.D.,1988-01-01,,,,,,,,,,1963-09-30,1677-09-30,,45,NY,2,D. Conn.,02 - CT,CT,,,,,,,02-CT-05,,,260 days 00:00:00.000000000,,,54.22424827340739,54.22424827340739
Blumenfeld,Mosher,Joseph, ,3,23,1904,St. Paul,MN,11,5,1988,Hartford,CT,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,John F. Kennedy,Democratic,,,1961-08-07,1961-08-07,1961-08-10,Reported (favorably),1961-08-14,Voice,  ,1961-08-15,1961-08-15,1977-01-20,Death,1988-11-05,University of Minnesota,B.A.,1925-01-01,Harvard Law School,LL.B.,1928-01-01,,,,,,,,,,1904-03-23,1988-11-05,Mosher Joseph Blumenfeld,35,MA,2,D. Conn.,02 - CT,CT,,,,,1988-11-05,11200 days 01:27:23.045008000,02-CT-03,,,8 days 00:00:00.000000000,9944 days 00:00:00.000000000,,57.37557923845117,57.37557923845117
Clarie,T.,Emmet, ,1,1,1913,Killingly,CT,9,24,1997,Danielson,CT,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,John F. Kennedy,Democratic,,,1961-09-05,1961-09-05,1961-09-13,Reported (favorably),1961-09-14,Voice,  ,1961-09-14,1961-09-18,1983-01-01,Death,1997-09-24,Providence College,Ph.B.,1933-01-01,Hartford College of Law (now University of Connecticut School of Law),LL.B.,1938-01-01,,,,,,,,,,1913-01-01,1997-09-24,T. Emmet Clarie,35,MA,2,D. Conn.,02 - CT,CT,,,,,1997-09-24,7955 days 01:27:23.045008000,02-CT-04,,,9 days 00:00:00.000000000,13155 days 00:00:00.000000000,,48.67724867724868,48.67724867724868
Bristol,William, , ,6,2,1779,Hamden,CT,3,7,1836,New Haven,CT,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,John Quincy Adams,Jeffersonian Republican,,,1826-05-15,,,Not Referred to Committee,,Voice,  ,1826-05-22,1826-05-22,,Death,1836-03-07,Yale College,,1798-01-01,Read law,,1800-01-01,,,,,,,,,,1779-06-02,1836-03-07,William Bristol,6,MA,2,D. Conn.,02 - CT,CT,,,,,1836-03-07,66960 days 01:27:23.045008000,02-CT-01,,,7 days 00:00:00.000000000,3577 days 00:00:00.000000000,,46.94962935583893,46.94962935583893
Daly,T.,F. Gilroy, ,2,25,1931,New York,NY,7,11,1996,Roxbury,CT,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,Jimmy Carter,Democratic,Qualified,,1977-06-29,1977-06-29,1977-07-20,Reported (favorably),1977-08-04,Voice,  ,1977-08-05,1977-08-05,,Death,1996-07-11,Georgetown College (now Georgetown University),B.A.,1952-01-01,Yale Law School,LL.B.,1957-01-01,,,,,,,,,,1931-02-25,1996-07-11,T. F. Gilroy Daly,39,GA,2,D. Conn.,02 - CT,CT,,,,,1996-07-11,8395 days 01:27:23.045008000,02-CT-02,,,37 days 00:00:00.000000000,6915 days 00:00:00.000000000,,46.34181400028748,46.34181400028748
Burns,Ellen,Bree, ,12,13,1923,New Haven,CT,6,3,2019,New Haven,CT,Female,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,Jimmy Carter,Democratic,Qualified,,1978-02-15,1978-02-20,1978-04-11,Reported (favorably),1978-05-16,Voice,  ,1978-05-17,1978-05-18,1992-09-01,Death,2019-06-03,Albertus Magnus College,B.A.,1944-01-01,Yale Law School,LL.B.,1947-01-01,,,,,,,,,,1923-12-13,2019-06-03,Ellen Bree Burns,39,GA,2,D. Conn.,02 - CT,CT,,,,,2019-06-03,33 days 01:27:23.045008000,02-CT-03,,,91 days 00:00:00.000000000,14991 days 00:00:00.000000000,,54.17770385428859,54.17770385428859
Eginton,Warren,William, ,9,30,1924,Brooklyn,NY,9,30,1677, , ,Male,White,U.S. District Court,U.S. District Court for the District of Connecticut,Judge,Jimmy Carter,Democratic,Well Qualified,,1979-06-05,1979-06-05,1979-07-09,Reported (favorably),1979-07-17,Voice,  ,1979-07-23,1979-07-24,1992-08-01,,,Princeton University,A.B.,1948-01-01,Yale Law School,LL.B.,1951-01-01,,,,,,,,,,1924-09-30,1677-09-30,Warren William Eginton,39,GA,2,D. Conn.,02 - CT,CT,,,,,1992-08-01,9835 days 01:27:23.045008000,02-CT-05,,,48 days 00:00:00.000000000,4757 days 00:00:00.000000000,,54.678740836567485,54.678740836567485
Giles,William,Fell, ,4,8,1807,Harford County,MD,3,21,1879,Baltimore,MD,Male,White,U.S. District Court,U.S. District Court for the District of Maryland,Judge,Franklin Pierce,Democratic,,1853-07-18,1853-12-19,1853-12-20,,Reported (no recommendation recorded),1854-01-11,Voice,  ,1854-01-11,1854-01-11,,Death,1879-03-21,Read law,,1829-01-01,,,,,,,,,,,,,1807-04-08,1879-03-21,William Fell Giles,14,NH,4,D. Md.,04 - MD,MD,,,,,1879-03-21,51241 days 01:27:23.045008000,04-MD-01,,,23 days 00:00:00.000000000,9200 days 00:00:00.000000000,,46.70047981820297,46.70047981820297
Coleman,William,Caldwell, ,10,17,1884,Louisville,KY,1,12,1968,Baltimore,MD,Male,White,U.S. District Court,U.S. District Court for the District of Maryland,Judge,Calvin Coolidge,Republican,,1927-04-06,1927-12-06,1927-12-09,,Reported (favorably),1927-12-19,Voice,  ,1927-12-19,1927-12-19,,Resignation,1955-06-01,Harvard University,A.B.,1905-01-01,Harvard Law School,LL.B.,1909-01-01,,,,,,,,,,1884-10-17,1968-01-12,William Caldwell Coleman,30,MA,4,D. Md.,04 - MD,MD,,,,,1955-06-01,23411 days 01:27:23.045008000,04-MD-03,,,13 days 00:00:00.000000000,10026 days 00:00:00.000000000,,43.13298698809695,43.13298698809695
Chesnut,William,Calvin, ,6,27,1873,Baltimore,MD,10,16,1962,Baltimore,MD,Male,White,U.S. District Court,U.S. District Court for the District of Maryland,Judge,Herbert Hoover,Republican,,1931-05-09,1931-12-15,1931-12-15,,Reported (favorably),1932-01-11,Voice,  ,1932-01-12,1932-01-12,1953-07-31,Death,1962-10-16,Johns Hopkins University,A.B.,1892-01-01,University of Maryland School of Law,LL.B.,1894-01-01,,,,,,,,,,1873-06-27,1962-10-16,William Calvin Chesnut,31,CA,4,D. Md.,04 - MD,MD,,,,,1962-10-16,20717 days 01:27:23.045008000,04-MD-02,,,28 days 00:00:00.000000000,11235 days 00:00:00.000000000,,58.46526622723259,58.46526622723259
Thomsen,Roszel,Cathcart, ,8,17,1900,Baltimore,MD,3,11,1992, , ,Male,White,U.S. District Court,U.S. District Court for the District of Maryland,Judge,Dwight D. Eisenhower,Republican,,,1954-03-15,1954-03-15,1954-03-31,Reported (favorably),1954-05-10,Voice,  ,1954-05-11,1954-05-12,1971-01-31,Death,1992-03-11,Johns Hopkins University,B.A.,1919-01-01,University of Maryland School of Law,LL.B.,1922-01-01,,,,,,,,,,1900-08-17,1992-03-11,Roszel Cathcart Thomsen,34,KS,4,D. Md.,04 - MD,MD,,,,,1992-03-11,9978 days 01:27:23.045008000,04-MD-02,,,57 days 00:00:00.000000000,13818 days 00:00:00.000000000,,53.57536431275112,53.57536431275112
Watkins,Robert,Dorsey, ,9,23,1900,Baltimore,MD,3,19,1986,Catonsville,MD,Male,White,U.S. District Court,U.S. District Court for the District of Maryland,Judge,Dwight D. Eisenhower,Republican,,1955-08-12,1956-01-12,1956-01-12,1956-02-15,Reported (favorably),1956-02-27,Voice,  ,1956-03-01,1956-03-02,1971-08-11,Death,1986-03-19,Johns Hopkins University,A.B.,1922-01-01,Johns Hopkins University,Ph.D.,1925-01-01,University of Maryland School of Law,LL.B.,1925-01-01,,,,,,,1900-09-23,1986-03-19,Robert Dorsey Watkins,34,KS,4,D. Md.,04 - MD,MD,,,,,1986-03-19,12162 days 01:27:23.045008000,04-MD-03,"['Nominated to U.S. District Court for the District of Maryland, July 30, 1955']",[],49 days 00:00:00.000000000,10974 days 00:00:00.000000000,,55.30298363416087,55.30298363416087
Murray,Herbert,Frazier, ,12,29,1923,Waltham,MA,7,12,1999,Baltimore,MD,Male,White,U.S. District Court,U.S. District Court for the District of Maryland,Judge,Richard M. Nixon,Republican,Well Qualified,,1971-07-19,1971-07-19,1971-07-28,Reported (favorably),1971-07-28,Voice,  ,1971-07-29,1971-07-29,1988-12-31,Death,1999-07-12,Yale University,B.A.,1947-01-01,University of Maryland School of Law,LL.B.,1951-01-01,,,,,,,,,,1923-12-29,1999-07-12,Herbert Frazier Murray,37,CA,4,D. Md.,04 - MD,MD,,,,,1999-07-12,7299 days 01:27:23.045008000,04-MD-02,,,10 days 00:00:00.000000000,10210 days 00:00:00.000000000,,47.554706804383386,47.554706804383386
Young,Joseph,H., ,7,18,1922,Hagerstown,MD,3,14,2015,Baltimore,MD,Male,White,U.S. District Court,U.S. District Court for the District of Maryland,Judge,Richard M. Nixon,Republican,Well Qualified,,1971-07-19,1971-07-19,1971-07-28,Reported (favorably),1971-07-28,Voice,  ,1971-07-29,1971-07-29,1987-08-01,Death,2015-03-14,Dartmouth College,A.B.,1948-01-01,University of Virginia School of Law,LL.B.,1951-01-01,,,,,,,,,,1922-07-18,2015-03-14,Joseph H. Young,37,CA,4,D. Md.,04 - MD,MD,,,,,2015-03-14,1575 days 01:27:23.045008000,04-MD-03,,,10 days 00:00:00.000000000,15934 days 00:00:00.000000000,,49.00305961108031,49.00305961108031
